mot	docs
l'universitaire	['67798', '68387', '72394', '72394', '72631']
dijonnais.	['67798', '68643', '69812', '72394', '72631', '73184', '75790', '76511']
compléter	['67798', '73437']
créateur	['67798', '70168', '72392', '72629', '72634', '73190', '73685', '73878', '74746', '75068', '76208', '76208']
titulaire	['67798', '72113', '75457']
allégation	['67798']
l'ESC	['67798', '75793']
ébauché,	['67798']
Biotech,	['67798', '67798']
complété,	['67798']
tard,	['67798', '67937', '68274', '68274', '68279', '68881', '68881', '69177', '69811', '70916', '72630', '74450', '75063', '76507']
fondre	['67798', '68886']
Nutriment.	['67798']
lutter	['67798', '69813', '70746', '72632', '74449', '74746', '75067', '75458', '76510', '76511']
contre	['67798', '67937', '67937', '67937', '68388', '69536', '69536', '69536', '69536', '69536', '69536', '69813', '69813', '69813', '69816', '70746', '72632', '72632', '72632', '72632', '72933', '72935', '72935', '73430', '74449', '74453', '74453', '74746', '75067', '75067', '75458', '75458', '75458', '76207', '76207', '76510', '76511']
vieillissemer	['67798', '68277', '68387', '71357', '74746', '74746', '74746', '74749', '75063', '75465', '75465']
affecte.	['67798']
améliorer	['67798', '68279', '68281', '68281', '68884', '69539', '69539', '70425', '70916', '72630', '72630', '74176', '74449', '74449', '75460']
bien-être	['67798', '67798', '67798', '74752', '75793', '75793', '75793', '75793', '75793', '75793', '76511']
nous",	['67798', '68643']
estime-t-il.	['67798', '68276', '73182', '74167', '74450', '75458', '76513']
2012,	['67798', '68881', '69177', '69542', '69543', '69543', '69820', '70168', '70169', '70170', '70751', '71363', '71619', '71620', '72114', '72122', '72392', '73184', '73685', '73879', '74170', '74752', '75065']
plate-forme	['67798', '67939', '68277', '68277', '68279', '68638', '68638', '68638', '68642', '69177', '69182', '69182', '69182', '69182', '75788', '75789', '75789', '75789', '76514']
n'est-il	['67798', '68276', '68640', '73687']
n'observe-t-on	['67798']
d'anomalies	['67798']
qu'autrefois	['67798']
douleur	['67798']
ostéo-articulaires	['67798']
lombalgie	['67798']
courante	['67798']
perdre	['67798', '68383', '73188', '74167', '74454']
vie.	['67798', '71835', '75465', '75792']
certes	['67798', '68643', '69540', '70161', '70166', '70423', '72932', '72940', '73185', '74167']
guérir	['67798', '67798']
mourait,	['67798']
décennies,	['67798', '70429', '71835']
définissant	['67798']
santé,	['67798', '67940', '68882', '69535', '70162', '71612', '73878', '75067', '75071', '75461', '75461', '75466', '75796', '76507', '76507']
l'Organisation	['67798', '67944', '72935']
(OMS)	['67798']
parle-t-elle	['67798']
bien-être,	['67798', '75793']
psychologique	['67798', '76206']
social",	['67798']
Allaert.	['67798']
évidence	['67798', '67942', '70161', '71836', '72632', '75067', '75459', '76512']
pleinement	['67798', '68279', '68885', '69817', '70420', '70421', '71614', '72116', '72396', '73687', '74449', '74455', '75461', '76511', '76511']
stratégie	['67798', '67803', '68277', '68642', '68884', '69812', '69813', '70746', '70916', '71357', '71842', '72395', '72398', '73184', '73430', '73430', '73430', '73875', '73876', '73883', '74167', '74172', '74173', '74175', '74449', '74749', '76211', '76211', '76511', '76511']
l'implication	['67798', '72394', '74750']
Biotech	['67798']
BALI.	['67798']
Labellisé	['67798', '67799', '69534', '76513']
vitagora	['67798', '68279', '68279', '68279', '68279', '68885', '69817', '70166', '70166', '70166', '70420', '70428', '70428', '71842', '72116', '72396', '72396', '72396', '72396', '72396', '72396', '72396', '72631', '74172', '74172', '74172', '74172', '74172', '74449', '74455', '74749', '75793', '76209', '76507', '76511', '76511']
interministériel	['67798', '67799', '69535', '69818', '70162', '70421', '73433', '73879', '74169', '74453', '75793']
(FUI)	['67798', '74169']
collectivité	['67798', '68884', '71357', '73884', '74746', '76516', '76516']
locales,	['67798', '69535', '76209', '76516', '76516']
projet,	['67798', '67799', '67940', '67940', '67940', '68883', '69538', '70162', '70162', '70164', '70421', '70428', '71359', '71835', '71842', '72633', '72937', '73186', '73433', '73683', '73683', '73683', '73687', '74169', '74748', '74749', '75068', '75069', '75789', '75789', '75790', '75792', '75792', '76507', '76508']
Merck	['67798', '71360', '75793']
médication	['67798', '75793']
Familiale,	['67798']
SEB,	['67798', '71359', '71359']
Senoble,	['67798']
Roquette	['67798', '76213']
Danone,	['67798']
corrélation	['67798', '75788']
marqueur	['67798', '68643', '68881', '74171', '76206']
biologiques.	['67798', '69539']
"Si	['67798', '68383', '69817']
relevon	['67798']
challenge,	['67798']
seron	['67798']
l'amélioration	['67798', '68646', '68885', '72117', '73431', '73435', '74450', '74451', '75464']
induire	['67798', '67942', '68388', '68388', '68388', '68646', '70420', '70429', '70744', '70746', '72631', '72935']
complémer	['67798', '68883', '70914', '74744']
alimentaire",	['67798']
Nutriment,	['67798', '75793']
Expérimental.	['67798']
N'allez	['67798', '72932', '75063']
Allaert	['67798']
homme	['67798', '67937', '67937', '68283', '68387', '71842', '72116', '72937', '72940', '73182', '73684', '74749', '74752', '75458', '76213']
s'arrêter	['67798', '68881']
chemin.	['67798', '68881']
symboliquement	['67798', '74175']
pierre	['67798', '73882']
"petit	['67798']
dernier",	['67798', '70421', '72933']
confiance	['67798', '76207']
porte	['67798', '67799', '67945', '68279', '68279', '69535', '70751', '70914', '70918', '71362', '72632', '72932', '73430', '73437', '74746', '74749', '75071']
Oséo,	['67798', '72933']
financement	['67798', '67799', '67940', '68385', '68386', '68392', '68642', '68642', '69182', '70743', '71359', '71360', '71619', '72400', '72933', '73432', '73433', '73683', '73683', '73686', '73691', '74167', '74748', '75065', '75065', '75465', '75466']
l'étape	['67798', '67937', '68643', '72115']
suivante.	['67798']
l'occurrence,	['67798']
d'études	['67798', '67798', '69185', '72393', '72393', '73433', '73683', '73877', '75064', '75457', '75457', '75793', '75793']
pré-clinique	['67798', '67798', '70918']
neurodégénératif	['67798', '68646', '74173', '74453']
notamment,	['67798']
cognition,	['67798']
mémoire,	['67798', '76515']
toil	['67798']
fond,	['67798']
d'Alzheimer.	['67798', '68277', '68646']
remonter	['67798', '70162', '70165']
d'évaluations	['67798']
cliniques,	['67798', '74169']
réalisation	['67798', '67939', '67940', '68386', '68638', '68881', '68885', '69533', '69533', '70743', '70753', '71842', '72116', '72392', '72393', '73683', '75068', '75457', '76512']
nécessaires,	['67798', '73683', '73685', '74167', '74167']
pré-cliniqu	['67798', '72938']
apparaît,	['67798']
évidence",	['67798', '67937']
lâche-t-il	['67798', '68276', '70166', '72115', '72630', '73182']
imperturbable.	['67798']
obésité	['67799']
sarcopéniqu	['67799', '67799', '71360']
prévention	['67799', '67799', '67945', '68274', '68387', '69534', '71616', '74453', '74453', '74453', '76514']
SARCOB	['67799', '71360']
L'obésité	['67799']
"sarcopénique"	['67799']
touche	['67799', '70914', '72634', '73435', '74173', '74449', '74453']
obèses.	['67799']
caractéris	['67799', '67938', '73437']
perte	['67799', '68388', '68388', '68388', '68640', '69814', '71617', '72939', '74449', '75066', '75069', '76510', '76510']
accélérer	['67799', '68386', '71616', '71616', '72935', '73183', '75065']
masse	['67799', '69179', '69179', '70919', '70919', '70919', '73436', '73688', '74170']
forc	['67799', '68883', '68886', '68886', '70162', '71835', '72119', '73184']
musculaire,	['67799']
mobilité	['67799', '69184', '69535', '72400', '73436', '74456', '74456', '74456', '74456']
handicapante.	['67799']
l'obésité	['67799', '67799', '71360', '71360', '72631']
18%.	['67799']
Medicen,	['67799']
SARCOB,	['67799']
piloter	['67799', '68882', '69178', '69178', '69538', '70162', '70421', '71362', '72637', '72933', '74746', '75066', '75789']
Biophytis,	['67799', '71360', '71360']
start-up	['67799', '68643', '68643', '68881', '68881', '68881', '68881', '68881', '68881', '71359', '71616', '71842', '72629', '72629', '72629', '72629', '73691', '73878', '74450', '74450', '74452', '75066', '75068', '75461', '76208', '76208']
nutrition	['67799', '68387', '68387', '69534', '69815', '71360', '72116', '72116', '72396', '72631', '72631', '73184', '73184', '74455', '74455', '74749', '75459', '76209', '76509', '76511', '76511']
héberger	['67799', '68278', '68385', '73685', '74452', '75461', '76208']
Biocitech,	['67799', '71360']
parc	['67799', '68279', '71360', '72392', '76212']
parisien	['67799', '68638', '76508']
dédier	['67799', '67939', '67942', '67943', '67946', '68277', '68277', '68278', '68384', '68638', '68640', '69178', '69181', '69814', '70165', '71359', '71361', '71614', '71614', '71614', '71619', '71842', '71842', '72122', '72395', '72398', '73683', '73691', '73879', '75068', '75461', '75465', '75465', '76507', '76514']
vie,	['67799', '74167', '75465', '75795']
prévenir	['67799', '70165', '72935', '73876', '74170', '75063']
substance	['67799', '67937', '70162', '70746', '71843', '76514']
naturelles.	['67799', '75789']
Metabrain	['67799', '71360', '71360']
Research,	['67799', '71360']
réalise	['67799', '68274', '68274', '68643', '70166', '71612', '71612', '71838', '73182']
prestation	['67799', '68885', '68885', '75068']
pré-cliniques,	['67799']
interdisciplinaire	['67799', '68392', '70916']
renommée	['67799', '71619', '72121']
Pierre	['67799', '67937', '68273', '68273', '68277', '68384', '68643', '69533', '69812', '70424', '70743', '70916', '71360', '71842', '71842', '71842', '71842', '71842', '72117', '72117', '72632', '74172', '74450', '74744', '74746', '75063', '75070', '76213', '76213', '76213', '76213', '76213']
marie	['67799', '68277', '68384', '68882', '69184', '69533', '70424', '71360', '74746', '75063', '75070']
curie	['67799', '68384', '70914']
Myologie,	['67799']
Institut	['67799', '70916', '71612', '74453', '75792', '75792']
Cardiométabolisme	['67799']
Nutrition,	['67799', '71360', '73184', '75459', '75459']
Biosipe),	['67799']
d'AgroParisTech	['67799', '69816', '72637']
subvention	['67799', '70426']
montant	['67799', '69541', '69815', '72114', '72118', '72934', '73182', '73683', '76209', '76510']
1,5	['67799', '69177', '69815']
(FUI).	['67799', '69818', '75793']
ravir	['67799', '71612']
âgée,	['67799']
insatisfaits",	['67799']
stanisla	['67799', '71360']
Veillet,	['67799']
fondateur	['67799', '68643', '69815', '70166', '70166', '71614', '71614', '72114', '74451', '74746', '74746', '75063', '75063', '75063', '76207', '76208', '76208', '76510', '76511']
Biophytis.	['67799']
Contrôler	['67800']
métabolisme	['67800', '67800', '68385', '71837', '73184', '75459']
sonde	['67800', '67800', '67800', '67800', '67800', '70916', '70916', '74170', '75794', '75794', '75794', '75794', '75794']
vivant,	['67800', '71835', '71835', '74451']
méthod	['67800', '69183', '69183', '69183', '69183', '69813', '70424', '72630', '73432', '73688', '74173', '74449', '74750', '75460', '76509', '76509']
couramment	['67800']
coder	['67800', '72631', '75790']
enzyme.	['67800']
D'autres	['67800', '67942', '68642', '68883', '71842', '75788']
méthodes,	['67800', '73685', '73876', '76207']
jeu	['67800', '69533', '71357', '73190', '73684', '74745', '76509']
organique,	['67800']
l'enzyme,	['67800']
activité	['67800', '67942', '68276', '68383', '68385', '68387', '68392', '68882', '68885', '69178', '69179', '69186', '69533', '69536', '69812', '70161', '70161', '70166', '70166', '70426', '70915', '71361', '71612', '71839', '72114', '72115', '72115', '72115', '72392', '72398', '72398', '72629', '72629', '72629', '72938', '73183', '73875', '73875', '73875', '73875', '73878', '74450', '75068', '75461', '75789', '75795', '76508', '76510']
l'organisme	['67800', '67800', '67802', '69184', '72116']
Universités	['67800', '67944', '69539', '72116']
Fourier	['67800', '69539', '69816']
"génétique	['67800']
chimique"	['67800']
Arabidopsis	['67800']
thaliana.	['67800']
Dix	['67800', '70916']
collection	['67800', '68643', '70420', '72118', '73431', '73683']
24.000	['67800']
molécules,	['67800', '68387', '76511']
caractériser	['67800', '68887', '69813', '69817', '70420', '70420', '75794', '76511']
l'enzyme	['67800', '67800', '67800']
entière.	['67800']
"Galvestine-1",	['67800']
nom	['67800', '67938', '67938', '68642', '69177', '69540', '69540', '69815', '70166', '71358', '71361', '71361', '73875', '74169', '76509']
MGD1.	['67800']
constituant	['67800', '72116']
membrane	['67800', '68273', '68273', '68387', '69183', '71616', '72116', '72116', '72116', '72397', '72397', '72397', '72397', '72397', '72397', '72397', '72634', '75067', '75462']
photosynthétiques,	['67800']
s'effectue	['67800']
captur	['67800', '69177', '70162', '70425']
solaire,	['67800']
moléculaire,	['67800', '68643', '71837', '72119', '75790']
réaction	['67800', '67943', '69178', '69178', '69819', '69819', '70162', '70746', '72937', '74168', '74168', '74168', '74750']
d'Arabidopsis	['67800']
thaliana	['67800']
variable	['67800', '72395']
galactolipides.	['67800']
liaison	['67800', '69542', '73436', '76213']
MGD1,	['67800']
inhiber	['67800']
celle-ci,	['67800', '71357', '73434']
coup	['67800', '69177', '70747', '71835', '74167']
synthétisée.	['67800']
suffire	['67800', '67938', '68638', '70425', '70919', '71618', '73876', '74167', '75457']
l'endroit	['67800']
stade	['67800', '73187', '73187', '75065']
fine	['67800', '68886', '71841', '72118', '75461']
lipides.	['67800', '68385', '75459']
germination	['67800']
pollen.	['67800']
physiologie	['67800', '67937', '67937', '67937', '68887', '69534', '70746', '73433']
plantes,	['67800', '69182', '70420', '70420', '76511']
organiques.	['67800', '75789']
s'intéressent	['67800', '67937', '68387', '68387', '70420', '70745', '73876', '75459', '75793']
optimisée	['67800', '73434']
biotechnologique	['67800']
d'herbicides.	['67800']
Rousseau,	['67800']
Roman	['67800']
Lopez,	['67800']
Maréchal,	['67800']
Chemical	['67800']
Biology,	['67800']
online,	['67800']
Sep/25/2011.	['67800']
sanguin	['67801', '67801', '67801', '68387']
gravité	['67801', '67801', '68276', '73880', '73880']
crânien	['67801', '67801', '67801', '67801']
année,	['67801', '67937', '69811', '70170', '71358', '71358', '71362', '71614', '73435', '73878', '73881', '74170', '74450', '74452', '74454', '74454', '74746', '75465', '76514']
d'urgences	['67801']
hôpital	['67801', '73431', '76507', '76507', '76507']
100.000	['67801', '67937', '68646', '70914', '72934']
victime	['67801', '70162', '74167', '76510']
crânien,	['67801']
considérer	['67801', '68389', '72115', '72394', '72400', '72629', '72932', '74167', '74175', '74457']
légers,	['67801', '72114']
signifier	['67801', '67939', '72115', '75457', '76510']
bénins.	['67801']
d'hémorragies	['67801']
cérébral	['67801', '69184', '73189', '74171']
risque	['67801', '67801', '67801', '68283', '68645', '68883', '69181', '69181', '69813', '69813', '70165', '70165', '70429', '70429', '70914', '70915', '70915', '70916', '70918', '71612', '71618', '71618', '72113', '72395', '72631', '72935', '73183', '73431', '73432', '73432', '73435', '73684', '74449', '74453', '74453', '74455', '75459', '76514', '76514']
handicap	['67801', '67940', '72629']
sévère,	['67801', '69533']
patients,	['67801', '68646', '71841', '74173', '75065', '76507']
semaine	['67801', '68883', '69183', '69185', '70916', '72394', '72396', '72933', '72933', '76515', '76515', '76515']
mois	['67801', '67801', '68274', '68388', '68887', '69177', '69177', '69185', '70161', '70162', '70421', '70422', '70743', '71612', '71612', '71841', '72114', '72396', '72629', '73431', '73875', '74170', '74172', '74451', '75063', '75065', '75065', '75065', '75065', '75069', '75457', '75457', '75788', '75794']
choc.	['67801']
léger	['67801', '67801', '67801', '68280', '69177', '70167', '75463', '75789', '75789']
constitue-t-il	['67801']
taille.	['67801', '69179', '75070']
"Prévention	['67801']
charge	['67801', '67801', '67939', '67939', '67941', '67941', '67941', '67941', '67941', '68390', '68640', '68640', '68885', '69177', '69179', '69179', '69179', '69179', '69179', '69184', '69533', '70422', '72394', '73431', '73436', '73689', '74450', '75789', '76212']
traumatismes"	['67801']
897/Université	['67801']
Segalen),	['67801']
coordonner	['67801', '68642', '68882', '68887', '69181', '69534', '69812', '70162', '70163', '70164', '70428', '70916', '71359', '71838', '72938', '73688', '75068', '75069', '75789', '75790', '75794']
Emmanuel	['67801', '74455', '74455', '74455', '74455']
Lagarde,	['67801']
docteur	['67801', '68387', '68387', '71616', '72117', '73683', '74453', '74453', '74453', '74747']
Régis	['67801']
Ribereau-Gayon	['67801']
Hospitalier	['67801', '68646']
Bordeaux,	['67801', '68646', '72117', '73882', '74176', '74749', '75795', '75795']
évaluer	['67801', '68645', '68881', '69181', '70916', '70920', '70920', '72935', '73183']
pertinence	['67801', '70916']
traumatisme.	['67801']
n'utilier	['67801']
cérébral,	['67801']
complication.	['67801', '67801']
lorsqu'ils	['67801']
soumettre	['67801', '69539', '73182']
important,	['67801', '67942', '68641', '71837', '74168', '75067']
astrocytes,	['67801']
environnent	['67801']
S-100B	['67801', '67801', '67801', '67801']
circulation	['67801', '67939', '73434', '73434', '73688', '75463', '76510']
sanguine.	['67801']
bordelais	['67801', '73431', '76206']
doser	['67801']
sang	['67801', '67801', '74167', '74455', '75459', '76208']
indicateur	['67801', '73183']
l'état	['67801', '67943', '68280', '68280', '68383', '69182', '70424', '71366', '72392', '72392', '72937', '73190', '73876', '73877', '74450', '75063']
cerveau.	['67801', '68388', '68388', '74173', '76213']
onéreux,	['67801']
coûter	['67801', '76508', '76510']
15	['67801', '67801', '67945', '68273', '68274', '68641', '70169', '70747', '70916', '71614', '72119', '72392', '73183', '73188', '73691', '73879', '75065', '75792', '76515', '76515']
euros,	['67801', '69541', '70166', '76510']
examen	['67801', '67801', '74171']
scanner,	['67801', '67801', '73431']
connu	['67801', '68388', '68388', '68643', '69186', '72115', '73878']
heure,	['67801']
rassurer	['67801']
cérébral.	['67801']
performant,	['67801', '68883']
qu'aucun	['67801']
négatif	['67801', '69183', '69183', '69184']
1	['67801', '67802', '68273', '68273', '68277', '68383', '68388', '68391', '68640', '68640', '68640', '68641', '68881', '68889', '69179', '69179', '69182', '69814', '70425', '71841', '72115', '72392', '72397', '72397', '72934', '73187', '73431', '73684', '75064', '75065', '75067', '76508', '76509']
urgence	['67801', '73430']
adulte	['67801', '76509']
CHU	['67801', '72117', '72117', '74449', '74453', '75067']
Bordeaux.	['67801']
courante.	['67801', '74455']
prélever	['67801']
routine.	['67801']
7%	['67801', '71840']
positif,	['67801', '70166']
lésion	['67801', '70918', '70918', '71614', '72935', '72935', '75459']
292	['67801', '73875']
négatif,	['67801', '69183']
positif.	['67801']
toutefois	['67801', '69181']
complication	['67801', '68646']
soin	['67801', '68645', '71357', '72630']
avenir	['67801', '69535', '69816', '75070']
traumatisé	['67801']
coûteuse.	['67801', '75460']
pancréatique	['67802', '67802', '67802', '68887']
Organe	['67802']
complexe,	['67802', '71835', '72932', '74457']
pancréas	['67802', '67802']
d'hormones	['67802']
l'acteur	['67802']
libération	['67802']
l'organisme.	['67802', '67802']
endocrine,	['67802']
producteur	['67802', '67802', '68273', '68273', '68881', '68881', '69812', '71357', '72637', '76206', '76516', '76516']
d'hormones,	['67802']
alpha	['67802']
organisée	['67802', '70170', '73182']
îlot	['67802']
"Langerhans",	['67802']
respectivement	['67802', '69533']
glucagon	['67802']
l'insuline.	['67802']
hormone	['67802']
taux	['67802', '69184', '70917', '73183', '75457']
sucre	['67802', '69183', '69183', '69183', '69534', '69534', '69534', '69534', '69534', '70423', '70423', '75790']
destruction	['67802', '70917', '75789']
d'insuline	['67802']
diabète	['67802', '67802', '76509']
perturbation	['67802', '67942', '69540', '74173']
toucher	['67802', '68882', '70162', '71841', '73685', '75791', '76206', '76511']
France.	['67802', '67938', '68276', '69182', '69185', '70161', '70161', '70916', '71357', '71842', '72630', '73185', '73684', '73882', '74167', '74168', '74173', '74453', '75457']
trentaine	['67802', '68385', '68638', '69821', '70744', '71358', '71616', '72393', '73183', '73434', '74167', '74171', '75460', '75795']
d'années,	['67802', '68274', '68638', '70161', '71612', '71837', '72933', '72939', '73434', '73684', '74167', '74455', '74744']
entier	['67802', '67939', '69183', '69811', '72635', '73880', '74745', '75459', '76515']
reproduire	['67802', '68388', '69533', '70421', '73431', '75791', '75791']
bêta.	['67802', '67802', '67802']
Raphael	['67802']
Scharfmann,	['67802']
845	['67802']
"Centre	['67802']
Signalisation",	['67802']
Philippe	['67802', '68641', '68885', '70421', '70421', '70421', '70421', '70916', '71357', '71357', '71357', '71621', '71621', '71621', '72394', '72394', '72394', '72394', '72394', '72394', '72631', '72631', '72631', '72631', '72631', '72631', '72631', '72937']
Ravassard	['67802']
moelle	['67802']
épinière	['67802']
(CNRS/UMPC/Inserm)	['67802']
humaines.	['67802', '68882', '71359', '75063']
fragment	['67802']
foetal	['67802']
vecteur	['67802', '67802', '69813', '69813']
viral	['67802', '67802', '72935', '72935']
"immortalisant"	['67802']
promoteur	['67802']
s'intégrer	['67802', '70161', '73876']
hasard	['67802', '72393']
l'ADN	['67802', '68644']
immortalisant,	['67802']
spécificité	['67802', '72113']
s'exprimer	['67802']
sélectif	['67802', '72115', '73879']
multiplier	['67802', '70425', '71357', '72633', '73430']
mourir.	['67802']
tissu	['67802', '69184', '70918', '74750']
transplanter	['67802', '67937']
souris	['67802', '67802', '68388', '68388', '68388', '68388', '68887', '68887', '69184', '73184']
immunodéficiente	['67802']
(scid),	['67802']
différenciation	['67802', '74451']
l'amplification	['67802']
matures.	['67802']
tumeur	['67802', '70918', '70918', '72117']
formé	['67802', '69814']
retirée	['67802']
dissociée,	['67802']
générée	['67802', '72116']
amplifiée	['67802']
culture,	['67802', '74167', '76213']
ligner	['67802']
obtenues.	['67802']
lignées,	['67802']
adulte.	['67802']
l'efficacité	['67802', '68279', '69539', '69541', '70922', '73686', '74176', '75795', '75796']
greffer	['67802', '68644', '75067']
diabétique	['67802', '75459', '76509']
restaurer	['67802', '73683', '74752']
glycémie.	['67802']
The	['67802', '69819', '76513']
Journal	['67802', '69819', '70169']
of	['67802', '67942', '67945', '68386', '68881', '68886', '68886', '68886', '68886', '68886', '68886', '68886', '68886', '69180', '69180', '69180', '69180', '69184', '69184', '69811', '69814', '69819', '70161', '70422', '70919', '71614', '71837', '72120', '72393', '73190', '73431', '73876', '74173', '76207']
Clinical	['67802']
Investigation,	['67802']
attendues.	['67802']
outre,	['67802', '67939', '68274', '68276', '68280', '68392', '68881', '69542', '70161', '70163', '70165', '70425', '70914', '70923', '71358', '71617', '71836', '71836', '71836', '72398', '73190', '73435', '74171', '75457', '76510', '76512']
solide	['67802', '68280', '68639', '68644', '69179', '70426', '72119', '72629', '73687', '74172', '74454', '75462', '75464']
définition	['67802', '68882', '71359']
thérapeutique	['67802', '68384', '69536', '72115', '72115', '72938', '73184', '73435', '73878', '74173']
diabètes.	['67802']
start-up,	['67802', '68643', '68643', '71359', '72629', '72629', '76207', '76208', '76211', '76211', '76211']
EndoCells.	['67802']
"Changement	['67803', '67803']
climatique	['67803', '67803', '68389', '68645', '69533', '69533', '69814', '69816', '69816', '71363', '71621', '73688', '73877', '75463']
adaptations"	['67803']
octobre,	['67803', '68387', '70751', '70751', '74173']
adaptations".	['67803']
2004,	['67803', '67942', '69811', '73684']
forum,	['67803', '75466', '75466']
problématique	['67803', '68280', '68383', '69178', '69541', '69541', '69541', '69820', '70161', '70161', '70751', '71357', '71362', '72120', '72398', '73183', '73183', '74746', '75064', '75464']
d'informer	['67803', '73190']
sensibiliser	['67803', '70164', '71845', '73183']
synergie	['67803', '67940', '68279', '68279', '72398', '75461', '76211']
professionnels.	['67803', '72122']
année	['67803', '67937', '67937', '68276', '68392', '68885', '69177', '69177', '69534', '69542', '70422', '70915', '70916', '71359', '71362', '71362', '71362', '71612', '71618', '71836', '72393', '72395', '72398', '72400', '72400', '72937', '73430', '73430', '73430', '73435', '73684', '74169', '75064', '75457', '75457', '75458', '75466', '76206', '76211', '76512']
communauté	['67803', '67939', '67942', '68275', '68275', '68387', '68389', '68389', '68389', '68638', '68642', '69533', '69533', '69533', '69811', '70161', '70161', '70170', '70170', '70170', '70420', '70914', '71837', '72934', '72939', '72939', '73434', '73683', '73683', '74172', '74172', '74172', '74174', '75458', '75460', '75466']
(scientifiques,	['67803']
décideur	['67803', '68645', '70162', '70162', '70164']
économiques,	['67803', '70751', '73183', '73884']
élus,	['67803']
collectivités,	['67803']
durable,	['67803', '68882', '71366', '71842', '72398', '72398', '74172', '75463']
journalistes-météo)	['67803']
échanger	['67803', '70170', '71838', '73691', '73876', '73881', '75459']
dialoguent.	['67803']
journée,	['67803', '70168', '70168', '70168', '73190', '76516', '76516']
thème	['67803', '68882', '68889', '69535', '70164', '72121', '72398', '72399', '73877', '74456']
l'adaptation	['67803', '67803']
européenne,	['67803', '69181']
d'adaptation,	['67803']
locale,	['67803', '72114']
l'adaptation,	['67803']
d'adaptation.	['67803', '69533']
4ème	['67804', '67804', '70745', '70752', '71614', '74176', '75795', '75795']
forum	['67804', '67804', '67804', '69543', '70752', '70921', '72121', '72121', '72400', '72400', '72400', '75465', '75466', '75466', '75796', '75796']
Futur	['67804', '67804']
l'Agriculture	['67804', '67804', '72393']
18	['67804', '68280', '68280', '68384', '69541', '70162', '70163', '70428', '70749', '70918', '71841', '72629', '72933', '72935', '72935', '72935', '72935', '72935', '73438', '73690', '73878', '74452']
octobre	['67804', '67937', '67939', '67944', '67945', '68385', '68386', '68386', '68387', '68640', '69177', '69179', '69537', '70428', '70749', '70918', '71357', '71612', '72394', '72396', '73689', '73690', '73691', '73882', '73883', '74173', '74450', '74454', '75068', '75069', '75795', '76212']
"Compétitivité	['67804']
option	['67804']
France".	['67804', '71357', '74746']
s'est	['67804', '67942', '67942', '68274', '68383', '68383', '68387', '68881', '68882', '68883', '68883', '68885', '68888', '69185', '69185', '69534', '69541', '69811', '70161', '70162', '70162', '70163', '70165', '70166', '70422', '70422', '70422', '70422', '70422', '71361', '71616', '71837', '72114', '72115', '72395', '72398', '72630', '72630', '72933', '72936', '73182', '73185', '73430', '73431', '73684', '73876', '73876', '73877', '73879', '74167', '74168', '74170', '74449', '74452', '74744', '74744', '74744', '74746', '74746', '74746', '75064', '75459', '76206', '76509']
mars	['67804', '67942', '69178', '69535', '69540', '69811', '69811', '69811', '70166', '70916', '70923', '72116', '72122', '72933', '73430', '73431', '73688', '73880', '74176', '74450', '74450', '75071', '75464', '75788', '76207']
Bruxelles.	['67804', '68386']
L'European	['67804']
Landowner's	['67804']
Organization	['67804']
(ELO),	['67804']
SAF-Agriculteurs	['67804']
Syngenta,	['67804']
l'avenir	['67804', '69177', '69816', '69816', '72940', '74167']
débattre	['67804', '72393', '72400', '73691', '74176', '75465']
duquel	['67804', '67938', '67940', '68881', '69177', '69811', '70162', '71358', '71837', '72932', '73182', '73434', '74168', '75063', '75459']
l'objets	['67804']
débats.	['67804', '72393']
prix	['67937', '68641', '72633', '72633', '72933', '72933', '72933', '73435', '73435', '73438', '74450', '75066']
médecine	['67937', '67937', '67937', '67937', '69815', '71616', '73431', '73691', '73879', '75790']
Jules	['67937', '67937', '67937', '67937', '67937', '67937', '67937', '67937', '67937', '67937', '67937', '67937', '67937', '67937', '68383', '70915', '73683', '75068', '75068', '75068', '75068', '75068']
Hoffmann,	['67937', '67937', '67937']
"gentleman	['67937']
science"	['67937']
22	['67937', '69820', '70167', '71836', '71845', '72933', '72933', '75466']
annoncer	['67937', '67937', '68278', '68638', '68881']
d'or,	['67937', '75792']
rappelons-le	['67937', '68283', '68640', '74168', '75064']
Hoffmann	['67937', '67937', '67937', '67937', '67937', '67937']
décembre	['67937', '67942', '67946', '68639', '68641', '68881', '68881', '69177', '69178', '70422', '70751', '71619', '71620', '71836', '71836', '71839', '72392', '72630', '73182', '73185', '73685', '74174', '74176', '74746', '74746', '75067', '75068']
prochain.	['67937', '69535', '70420', '70918', '72116', '75071', '76508']
peine	['67937', '68281', '74449', '75790', '76213']
souffler	['67937', '68881']
suivant,	['67937']
comité	['67937', '67937', '68386', '70163', '70163', '70424', '72113', '73433', '74746', '74746']
tour	['67937', '69815', '70916', '70916', '71360', '72119', '72397', '72935', '72935', '72938', '73686', '73686', '74746', '75461', '76510']
lauréat	['67937', '67937', '67937', '67937', '67937', '68390', '69181', '71835', '71837', '71837', '72932', '72933', '72933', '72938', '74746', '74746', '74750', '75066', '76208', '76509', '76516', '76516']
figurer	['67937', '68279', '71359', '76511']
Hoffmann.	['67937', '67937', '67937', '67937', '67937']
première!	['67937']
